Company Name,SIREN,Website,Main Activity,Business Sector,Detailed Sector,HQ Address,Zip Code,Department,Region Code,Employee Bracket,Number of Establishments,Revenue Year,Latest Revenue
"BERT INDUSTRIE","810118786","","49.41B","Transportation and storage","Transportation and Storage","ZI LA TULANDIERE 2 ROUTE DE LA MAISON BLANCHE 26140 SAINT-RAMBERT-D'ALBON","26140","26","84","22","4","2024",26844559
"PERRENOT HERSAND","535082010","","49.41B","Transportation and storage","Transportation and Storage","CS 30014 335 AVENUE RAYMOND PAVON 26260 SAINT-DONAT-SUR-L'HERBASSE","26260","26","84","NN","9","2024",55077859
"CHARLES & ALICE (CHARLES ET ALICE)","347681074","","10.39B","Manufacturing","Manufacturing: Food, Beverages and Tobacco","ZONE INDUSTRIELLE ROUTE DE LIVRON 26400 ALLEX","26400","26","84","32","4","2024",125043000
"BERNARD ROYAL DAUPHINE","310046610","","10.12Z","Manufacturing","Manufacturing: Food, Beverages and Tobacco","15 ROUTE D ALLEX 26400 GRANE","26400","26","84","31","4","2025",90433040
"REVOL PORCELAINE","435782172","","23.41Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","184 RUE HECTOR REVOL 26240 SAINT-UZE","26240","26","84","31","3","2023",27496346
"AVENTECH","422967141","","27.12Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","8 ALLEE CHARLES BARON 26000 VALENCE","26000","26","84","32","5","2024",76846641
"PERRENOT BEKAERT","532582541","","49.41A","Transportation and storage","Transportation and Storage","CS 30014 335 AVENUE RAYMOND PAVON 26260 SAINT-DONAT-SUR-L'HERBASSE","26260","26","84","NN","4","2024",24581034
"CROUZET","663820413","","27.33Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","10 RUE DOCTEUR HENRI ABEL 26000 VALENCE","26000","26","84","32","16","2024",215428470
"MARKEM-IMAJE INDUSTRIES","789216702","","28.99A","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","9 RUE GASPARD MONGE 26500 BOURG-LES-VALENCE","26500","26","84","41","4","2024",70663360
"CHEDDITE FRANCE","319200721","","25.40Z","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","99 AVENUE DE LYON 26500 BOURG-LES-VALENCE","26500","26","84","22","3","2024",85567490
"HAUPT PHARMA LIVRON","407710268","","21.20Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","1 RUE COMTE DE SINARD 26250 LIVRON-SUR-DROME","26250","26","84","31","3","2024",26989792
"SFS GROUP SAS","301921201","","25.94Z","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","39 RUE GEORGES MELIES 26000 VALENCE","26000","26","84","31","2","2021",76592919
"SODIMAS","303265045","","28.22Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","11 RUE AMPERE 26600 PONT-DE-L'ISERE","26600","26","84","32","4","2021",85390000
"DROMEDIS","436580070","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","95 RUE CLAIR 26750 SAINT-PAUL-LES-ROMANS","26750","26","84","32","3","2023",139041758
"THE REMARKETING COMPANY","483598983","","45.20A","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","ZAC DES EOLIENNES 305 RUE GUSTAVE EIFFEL 26290 DONZERE","26290","26","84","22","5","2025",30792016
"ALPHAFORM","302238829","","22.22Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","291 ROUTE DES PIERRELLES 26240 BEAUSEMBLANT","26240","26","84","31","1","2024",95831699
"BRIOCHE PASQUIER ETOILE","305689895","","10.71A","Manufacturing","Manufacturing: Food, Beverages and Tobacco","475 ROUTE DE PORTES-LES-VALENCE 26800 ETOILE-SUR-RHONE","26800","26","84","32","1","2024",114877272
"BIOMET FRANCE","344472246","","32.50A","Manufacturing","Manufacturing: Furniture and Other","PLATEAU 352 CHEMIN DU PLATEAU DE LAUTAGNE 26000 VALENCE","26000","26","84","32","11","2024",75667115
"KROHNE","436380133","","26.51B","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","2 ALLEE DES ORS 26100 ROMANS-SUR-ISERE","26100","26","84","31","1","2024",61813220
"BARTEL","437080948","","15.12Z","Manufacturing","Manufacturing: Textiles, Apparel and Leather","60 ROUTE DE SAINT UZE 26240 SAINT-BARTHELEMY-DE-VALS","26240","26","84","31","4","2023",67631921
"SOLYSTIC (SOLYSTIC)","393502463","","33.20C","Manufacturing","Manufacturing: Furniture and Other","450 RUE ROLAND MORENO 26300 ALIXAN","26300","26","84","31","5","2023",64521546
"KALISTRUT AEROSPACE","538654427","","30.30Z","Manufacturing","Manufacturing: Transport Equipment","1 AV MARC SEGUIN 26240 SAINT VALLIER","26240","26","84","31","2","2023",41971456
"PATISSERIE PASQUIER ETOILE","347453144","","10.71A","Manufacturing","Manufacturing: Food, Beverages and Tobacco","ZA LES BASSEAUX SUD 640 RUE DU MONT BRIAND 26800 ETOILE-SUR-RHONE","26800","26","84","32","3","2024",73294848
"MANUFACTURE MAROQUINERIE DU DAUPHINE (MMD)","395233604","","15.12Z","Manufacturing","Manufacturing: Textiles, Apparel and Leather","470 RUE DES ANDRILLOTS 26600 GRANGES-LES-BEAUMONT","26600","26","84","32","3","2024",42885982
"PRODEVAL","377592324","","71.12B","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","QUARTIER DU 45 EME PARALLELE ROVALTAIN 7 RUE ANNE-MARIE STAUB 26300 CHATEAUNEUF-SUR-ISERE","26300","26","84","32","5","2024",110638824
"AGEDISS BY JP","522693209","","49.41A","Transportation and storage","Transportation and Storage","CS 30014 335 AVENUE RAYMOND PAVON 26260 SAINT-DONAT-SUR-L'HERBASSE","26260","26","84","NN","49","2024",63851357
"MAXI ZOO FRANCE","389435215","","47.76Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","ZAC L'ILOT DES SABLES 720 RUE LE CHATELIER 38090 VAULX-MILIEU","38090","38","84","22","501","2024",497632622
"EUROMASTER FRANCE","392527404","","45.31Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","INOVALLEE 180 AVENUE DE L’EUROPE 38330 MONTBONNOT-SAINT-MARTIN","38330","38","84","31","581","2024",632365514
"KING JOUET (KING JOUET)","347926719","","47.65Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","ZI LES BLANCHISSERIES 38500 VOIRON","38500","38","84","11","335","2024",351261845
"BETON VICAT","309918464","","23.63Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","LES TROIS VALLONS 4 RUE ARISTIDE BERGES 38080 L'ISLE-D'ABEAU","38080","38","84","12","209","2025",264269812
"ALDI MARCHE (ALDI MARCHE)","444330641","","47.11D","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","ZAC DU MONT GUILLERME - RD 75 LES ROUTES 38780 OYTIER-SAINT-OBLAS","38780","38","84","31","147","2024",389414303
"SAMSE","056502248","","46.73A","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","2 RUE RAYMOND PITET 38100 GRENOBLE","38100","38","84","32","136","2024",1932062000
"SOVERT","401628763","","47.76Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","48 RUE DU 11 NOVEMBRE 38200 VIENNE","38200","38","84","NN","154","2024",122515758
"KERIA","324904267","","47.59B","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","PARC SUD GALAXIE 4 RUE DES TROPIQUES 38130 ECHIROLLES","38130","38","84","21","170","2021",48916385
"GRANULATS VICAT","768200255","","08.12Z","Mining and quarrying","Mining and Quarrying","LES TROIS VALLONS 4 RUE ARISTIDE BERGES 38080 L'ISLE-D'ABEAU","38080","38","84","12","93","2024",160000074
"BIOGROUP ALPES ISERE","391466018","","86.90B","Human health and social work activities","Human Health and Social Work","42 AVENUE DE LA PLAINE FLEURIE 38240 MEYLAN","38240","38","84","12","81","2020",102571000
"VICAT (VICAT)","057505539","","23.51Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","LES TROIS VALLONS 4 RUE ARISTIDE BERGES 38080 L'ISLE-D'ABEAU","38080","38","84","32","49","2025",3854437000
"LA BOITE A OUTILS","779463223","","47.52B","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","2 RUE RAYMOND PITET 38100 GRENOBLE","38100","38","84","22","58","2024",338734395
"LE DAUPHINE LIBERE","057502742","","58.13Z","Information and communication","Communication: Media and Publishing","650 ROUTE DE VALENCE 38113 VEUREY-VOROIZE","38113","38","84","32","80","2024",102614668
"AMER SPORTS FRANCE (SALOMON - WILSON - ATOMIC-PEAK PERFORMANCE-ARC'TERYX)","062501275","","46.49Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","80 RUE CONDORCET 38090 VAULX-MILIEU","38090","38","84","22","36","2024",211853500
"AGIR A DOM ASSISTANCE","528214182","","77.29Z","Administrative and support service activities","Administrative and Support","36 CHEMIN DU VIEUX CHENE 38240 MEYLAN","38240","38","84","22","43","2024",59783982
"SD SERVICES","339796617","","29.20Z","Manufacturing","Manufacturing: Transport Equipment","ZONE ARTISANALE DES RUIRES 25 RUE IRENE JOLIOT CURIE 38320 EYBENS","38320","38","84","12","43","2019",65988229
"GAZ ET ELECTRICITE DE GRENOBLE (GEG)","331995944","","35.11Z","Electricity, gas, steam and air conditioning supply","Electricity, Gas, Steam and Air Conditioning","8 PLACE ROBERT SCHUMAN 38000 GRENOBLE","38000","38","84","31","17","2023",593038000
"EUROVIA ALPES","433888674","","42.11Z","Construction","Construction","4 RUE DU DRAC 38130 ECHIROLLES","38130","38","84","22","24","2024",138760847
"GSF ORION","344382874","","81.21Z","Administrative and support service activities","Administrative and Support","PARC BUSINESS AIRPORT - BAT EPSILON - 80 RUE CONDORCET 38090 VAULX-MILIEU","38090","38","84","03","22","2024",90601500
"VICAT MATERIAUX FORMULES","655780559","","23.64Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","LES TROIS VALLONS 4 RUE ARISTIDE BERGES 38080 L'ISLE-D'ABEAU","38080","38","84","21","22","2025",98636144
"APPERTON","478969124","","81.22Z","Administrative and support service activities","Administrative and Support","3 RUE DES TROPIQUES 38130 ECHIROLLES","38130","38","84","NN","22","2024",28059686
"DURAND SERVICES","378233548","","45.20A","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","LOTISSEMENT INDUSTRIEL LE LEVATEL 38140 RIVES","38140","38","84","11","24","2024",73129812
"SMG (SMG)","775595085","","46.74A","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","6 AVENUE VICTOR HUGO 38130 ECHIROLLES","38130","38","84","22","17","2024",96604801
"SIGEDI","320278393","","33.11Z","Manufacturing","Manufacturing: Furniture and Other","LE SEMINAIRE RTE NAPOLEON 38970 CORPS","38970","38","84","31","16","2016",40955750
"SKIS ROSSIGNOL - CLUB ROSSIGNOL","056502958","","46.49Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","98 RUE LOUIS BARRAN 38430 SAINT-JEAN-DE-MOIRANS","38430","38","84","32","23","2024",292535000
"BDO RHONE-ALPES (BDO) (BDO)","061500542","","69.20Z","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","10 B AVENUE DES FTPF 38130 ECHIROLLES","38130","38","84","21","33","2024",29143588
"SHCB","390513265","","56.29A","Accommodation and food service activities","Accommodation and Food Services","ZI THARABIE I 100 RUE DE LUZAIS 38070 SAINT-QUENTIN-FALLAVIER","38070","38","84","02","31","2023",34847434
"VFD","482645058","","49.39A","Transportation and storage","Transportation and Storage","14 RUE DU LAC 38120 SAINT-EGREVE","38120","38","84","21","19","2024",40047113
"ALTRAD PREZIOSO (ALTRAD PREZIOSO)","573680162","","43.34Z","Construction","Construction","105 CHEMIN DE GARENNE 38670 CHASSE-SUR-RHONE","38670","38","84","32","43","2024",180588000
"GINEYS SAS","703680223","","46.39A","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","ZONE ARTISANALE DU SALUANT 629 CHEMIN DE L’AERODROME 38121 REVENTIN-VAUGRIS","38121","38","84","31","15","2024",146540190
"CABESTAN (CABESTAN ENERGIES)","450214416","","43.99C","Construction","Construction","88 RUE ANATOLE FRANCE 38100 GRENOBLE","38100","38","84","21","29","2024",20990035
"RHENUS LOGISTICS FRANCE","481212561","","52.24B","Transportation and storage","Transportation and Storage","BATIMENT LE DAUPHIN 80 RUE CONDORCET 38090 VAULX-MILIEU","38090","38","84","22","45","2024",74770686
"ETABLISSEMENTS PAYANT","057502148","","46.63Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","ROUTE DE SAVOIE 38420 DOMENE","38420","38","84","22","11","2024",92202952
"HARDIS GROUPE","513852657","","62.02A","Information and communication","Information Technology and Services","ZA LA TUILERIE 2 3 RUE PAUL VALERIEN PERRIN 38170 SEYSSINET-PARISET","38170","38","84","NN","19","2024",153791000
"SATA GROUP (SATA)","775595960","","49.39C","Transportation and storage","Transportation and Storage","TELECABINE GRANDES ROUSSES RUE DU PIC BLANC 38750 HUEZ","38750","38","84","41","9","2024",126277709
"PERRAUD","998893002","","49.39A","Transportation and storage","Transportation and Storage","441 AVENUE DU PEURAS 38210 TULLINS","38210","38","84","21","21","2024",23074482
"KEOLIS PORTE DES ALPES","508789518","","49.39A","Transportation and storage","Transportation and Storage","ZI CENTR'ALP 511 RUE EMILE ROMANET 38340 VOREPPE","38340","38","84","22","16","2024",32961789
"CHAPEL","301465456","","28.22Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","1225 RUE ALPHONSE GOURJU 38140 APPRIEU","38140","38","84","21","9","2023",36880809
"SPL M TAG (SEMITAG)","301503231","","49.31Z","Transportation and storage","Transportation and Storage","15 AVENUE SALVADOR ALLENDE 38130 ECHIROLLES","38130","38","84","41","11","2023",168786444
"ELYDAN","388062796","","22.21Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","GRENOBLE AIR PARC 127 AVENUE LOUIS BLERIOT 38590 SAINT-ETIENNE-DE-SAINT-GEOIRS","38590","38","84","22","9","2022",173006000
"AHLSTROM SPECIALTIES","352703201","","17.12Z","Manufacturing","Manufacturing: Wood, Paper and Printing","ZONE INDUSTRIELLE DE L'ABBAYE 364 IMPASSE LOUIS CHAMPIN 38780 PONT-EVEQUE","38780","38","84","22","10","2024",218423500
"VIENNEDIS","347831851","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","ZA CROISSANT FERTILE-ESTRE CHE DES LONES 38200 VIENNE","38200","38","84","31","6","2024",90244327
"TORNIER","070501275","","32.50A","Manufacturing","Manufacturing: Furniture and Other","161 RUE LAVOISIER 38330 MONTBONNOT-SAINT-MARTIN","38330","38","84","22","10","2024",132093260
"SERGE FERRARI SAS (T.E.S.F.)","300821873","","13.96Z","Manufacturing","Manufacturing: Textiles, Apparel and Leather","ZI DE LA TOUR DU PIN ZONE INDUSTRIELLE 38110 SAINT-JEAN-DE-SOUDAIN","38110","38","84","22","6","2025",239094088
"LES MAROQUINERIES DES ALPES","480011451","","15.12Z","Manufacturing","Manufacturing: Textiles, Apparel and Leather","LIEUDIT NETRIN OUEST BAT ADMINISTRATIF RUE VICTOR HUGO 38490 LES ABRETS-EN-DAUPHINE","38490","38","84","11","6","2024",78611421
"BIZERBA FRANCE SA","314209206","","46.69B","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","50 RUE DE MALACOMBE 38070 SAINT-QUENTIN-FALLAVIER","38070","38","84","22","15","2024",41895606
"ECM TECHNOLOGIES","478969173","","28.21Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","TECHNISUD 46 RUE JEAN VAUJANY 38000 GRENOBLE","38000","38","84","32","11","2019",103608000
"MLP","790117816","","82.19Z","Administrative and support service activities","Administrative and Support","ZONE D'ACTIVITE DE CHESNES 55 BOULEVARD DE LA NOIREE 38070 SAINT-QUENTIN-FALLAVIER","38070","38","84","22","6","2024",64640063
"TELEDYNE E2V SEMICONDUCTORS SAS","341470656","","26.11Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","4 RUE DE ROCHEPLEINE 38120 SAINT-EGREVE","38120","38","84","32","10","2024",131051987
"AUTO DAUPHINE","342704467","","45.11Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","RUE JEAN PIERRE TIMBAUD 38130 ECHIROLLES","38130","38","84","22","10","2024",135251377
"SOCIETE TRAVAUX GROS OEUVRE (STGO)","414043711","","43.99C","Construction","Construction","OU ZA LE VERCORS 64 ZONE ARTISANALE 38140 LA MURETTE","38140","38","84","31","6","2024",51890198
"BECTON DICKINSON FRANCE","056501711","","32.50A","Manufacturing","Manufacturing: Furniture and Other","11 RUE ARISTIDE BERGES 38800 LE PONT-DE-CLAIX","38800","38","84","51","19","2024",1607589669
"ARAYMOND FRANCE","352948434","","29.32Z","Manufacturing","Manufacturing: Transport Equipment","1 RUE LOUIS BESANCON 38120 SAINT-EGREVE","38120","38","84","41","7","2024",114255147
"POMA","055501902","","28.22Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","ZI 109 RUE ARISTIDE BERGES 38340 VOREPPE","38340","38","84","32","8","2024",519243000
"KAIZEN SOLUTIONS","799348255","","62.02A","Information and communication","Information Technology and Services","26 RUE JEAN KUNTZMAN 38330 MONTBONNOT-SAINT-MARTIN","38330","38","84","31","7","2024",25490165
"ALS FRANCE","423257542","","71.20B","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","ZI DE CHESNES DE THARABIE 40 RUE DU RUISSEAU 38070 SAINT-QUENTIN-FALLAVIER","38070","38","84","22","8","2024",28601754
"SOCIETE D'HABITATIONS DES ALPES SA HLM","057506206","","68.20A","Real estate activities","Real Estate","74 COURS BECQUART CASTELBON 38500 VOIRON","38500","38","84","22","5","2016",76088385
"MARTINET","401089461","","10.85Z","Manufacturing","Manufacturing: Food, Beverages and Tobacco","ZONE INDUSTRIELLE 24 RUE DU LIMOUSIN 38070 SAINT-QUENTIN-FALLAVIER","38070","38","84","32","5","2024",186531408
"COMPAGNIE DE CHAUFFAGE INTERCOMMUNALE DE L'AGGLOMERATION GRENOBLOISE CC (CC)","060502291","","35.30Z","Electricity, gas, steam and air conditioning supply","Electricity, Gas, Steam and Air Conditioning","25 AVENUE DE CONSTANTINE 38100 GRENOBLE","38100","38","84","31","5","2023",105044422
"SOITEC","384711909","","26.11Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","PARC TECHNO DES FONTAINES CHEMIN DES FRANQUES 38190 BERNIN","38190","38","84","42","7","2024",727973000
"ETABLISSEMENT D'ENSEIGNEMENT SUPERIEUR CONSULAIRE GRENOBLE ECOLE DE MANAGEMENT (EESC GRENOBLE ECOLE DE MANAGEMENT - GEM)","817389141","","85.42Z","Education","Education","12 RUE PIERRE SEMARD 38000 GRENOBLE","38000","38","84","41","3","2022",62904810
"EATON INDUSTRIES (FRANCE) SAS","509653176","","46.69A","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","IMMEUBLE LE VISEO BAT A INNOVALLEE 110 RUE BLAISE PASCAL 38330 MONTBONNOT-SAINT-MARTIN","38330","38","84","22","11","2024",112283056
"SAMES","572051688","","28.29B","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","13 CHEMIN DE MALACHER 38240 MEYLAN","38240","38","84","32","15","2025",132555592
"TIGNIEUDIS","501292049","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","RUE DES ARDENNES 38230 TIGNIEU-JAMEYZIEU","38230","38","84","32","4","2020",94358159
"PHOTOWEB","428083703","","74.20Z","Professional, scientific and technical activities","Professional: Other Technical","1 RUE DES PLATANES 38120 SAINT-EGREVE","38120","38","84","31","7","2024",35272777
"SPARTOO","489895821","","47.91B","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","16 RUE HENRI BARBUSSE 38100 GRENOBLE","38100","38","84","22","4","2024",130463000
"LYNRED","334835709","","26.11Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","ROUTE DE VALENCE 38113 VEUREY-VOROIZE","38113","38","84","42","3","2024",197282821
"ATRAL SECURITY (ATRAL)","332989953","","26.30Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","RUE DU PRE DE L’HORME 38920 CROLLES","38920","38","84","22","4","2024",53821226
"PORCHER TISSAGES","314925744","","13.20Z","Manufacturing","Manufacturing: Textiles, Apparel and Leather","560 CHE DU LOUP 38300 ECLOSE-BADINIERES","38300","38","84","31","4","2024",29109226
"POMPES GRUNDFOS DISTRIBUTION SA","344871496","","46.69C","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","PARC D 'ACTIVITES CHESNES 57 RUE DE MALACOMBE 38070 SAINT-QUENTIN-FALLAVIER","38070","38","84","22","12","2024",130759753
"IMPEX","349685099","","45.31Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","140 RUE DES MOULINS 38490 CHIMILIN","38490","38","84","31","4","2022",98683479
"SOC DAUPHINOISE POUR L HABITAT (SAGE'S) (SDH)","058502329","","68.20A","Real estate activities","Real Estate","34 AVENUE DE GRUGLIASCO 38130 ECHIROLLES","38130","38","84","32","4","2016",106378705
"CATERPILLAR FRANCE SAS","061500245","","28.92Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","40 AVENUE LEON BLUM 38100 GRENOBLE","38100","38","84","41","3","2024",164107246
"APPLIED MATERIALS FRANCE","385124862","","33.13Z","Manufacturing","Manufacturing: Furniture and Other","864 CHEMIN DES FONTAINES 38190 BERNIN","38190","38","84","32","12","2025",161780819
"BOURGEAT","397798539","","25.99A","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","RUE ADRIEN BOURGEAT 38490 LES ABRETS-EN-DAUPHINE","38490","38","84","22","3","2024",46871511
"FINORGA","662019322","","20.14Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","ROUTE DE GIVORS 38670 CHASSE-SUR-RHONE","38670","38","84","32","5","2024",89635751
"VERKOR","888047792","","27.20Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","2-4 2 RUE CHARLES BERTIER 38000 GRENOBLE","38000","38","84","32","4","2024",27238099
"STMICROELECTRONICS (CROLLES 2) SAS","399395581","","26.11Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","850 RUE JEAN MONNET 38920 CROLLES","38920","38","84","51","4","2024",1617407103
"NEMERA LA VERPILLIERE","388056962","","22.29A","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","20 AVENUE DE LA GARE 38290 LA VERPILLIERE","38290","38","84","41","3","2024",205930385
"COMETE-J.PARIS","430046391","","28.22Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","ZONE INDUSTRIELLE ZI DU MONT REVOIS 38280 ANTHON","38280","38","84","22","3","2024",42766221
"STMICROELECTRONICS (GRENOBLE 2) SAS","504941337","","72.19Z","Professional, scientific and technical activities","Professional: Research and Development","12 RUE JULES HOROWITZ 38000 GRENOBLE","38000","38","84","42","2","2024",336962606
"AVERY DENNISON MATERIALS FRANCE","781596754","","17.12Z","Manufacturing","Manufacturing: Wood, Paper and Printing","ZONE INDUSTRIELLE 38560 CHAMP-SUR-DRAC","38560","38","84","32","8","2024",60520099
"MAFELEC","794110445","","27.33Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","471 ROUTE DE LA CUISINIERE 38490 CHIMILIN","38490","38","84","32","2","2024",55402109
"ECHIROLLES DISTRIBUTION","493150239","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","ZAC RUE DE COMBOIRE 38130 ECHIROLLES","38130","38","84","32","3","2023",158229683
"COVIDIEN MANUFACTURING GRENOBLE","331407742","","32.50A","Manufacturing","Manufacturing: Furniture and Other","16 AVENUE CHARLES DE GAULLE 38800 LE PONT-DE-CLAIX","38800","38","84","31","2","2024",26859447
"BRIOCHE PASQUIER CHARANCIEU","333748564","","10.71A","Manufacturing","Manufacturing: Food, Beverages and Tobacco","ZI LES EPLAGNES 38490 CHARANCIEU","38490","38","84","32","1","2024",123409719
"ISERE DISTRIBUTION","304688922","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","GAMEUX 38160 CHATTE","38160","38","84","32","3","2024",88279293
"SAS AVENIR LAND","311285068","","93.21Z","Arts, entertainment and recreation","Arts, Entertainment and Recreation","LES AVENIERES 1380 ROUTE DE LA CORNEILLE 38630 LES AVENIERES VEYRINS-THUELLIN","38630","38","84","31","1","2025",26372075
"C-TEC CONSTELLIUM TECHNOLOGY CENTER","348366410","","72.19Z","Professional, scientific and technical activities","Professional: Research and Development","PARC ECONOMIQUE CENTR'ALP 725 RUE ARISTIDE BERGES 38340 VOREPPE","38340","38","84","32","6","2024",58548610
"TEISSEIRE-FRANCE SAS","057504599","","11.07B","Manufacturing","Manufacturing: Food, Beverages and Tobacco","ZONE INDUSTRIELLE 482 AVENUE AMBROISE CROIZAT 38920 CROLLES","38920","38","84","32","10","2024",221322618
"ALFA LAVAL VICARB","059500439","","28.25Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","RUE RIF TRANCHARD 38120 FONTANIL-CORNILLON","38120","38","84","31","5","2024",76561524
"WINOA","061500864","","24.10Z","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","528 AVENUE DE SAVOIE 38570 LE CHEYLAS","38570","38","84","31","1","2023",152852930
"CORYS (CORYS)","413851924","","62.02A","Information and communication","Information Technology and Services","44 RUE DES BERGES 38000 GRENOBLE","38000","38","84","31","2","2024",39655980
"FRESENIUS VIAL","408720282","","32.50A","Manufacturing","Manufacturing: Furniture and Other","LE GRAND CHEMIN 38590 BREZINS","38590","38","84","32","7","2024",155238022
"TRIXELL","411195043","","26.60Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","ZI CENTRE ALP 460 RUE DU POMMARIN 38430 MOIRANS","38430","38","84","32","1","2024",140052165
"NEWLOG","433681236","","52.10B","Transportation and storage","Transportation and Storage","ZAC CHESNES NORD 22 RUE DES GARINNES 38070 SAINT-QUENTIN-FALLAVIER","38070","38","84","31","2","2024",33473165
"ARAYMOND FLUID CONNECTION FRANCE","824652341","","29.32Z","Manufacturing","Manufacturing: Transport Equipment","ZONE D'ACTIVITES TECHNISUD 123 RUE HILAIRE DE CHARDONNET 38100 GRENOBLE","38100","38","84","32","2","2024",81141402
"GREENALP","833619109","","35.13Z","Electricity, gas, steam and air conditioning supply","Electricity, Gas, Steam and Air Conditioning","49 RUE FELIX ESCLANGON 38000 GRENOBLE","38000","38","84","31","1","2024",72166000
"STMICROELECTRONICS (ALPS) SAS","504940925","","72.19Z","Professional, scientific and technical activities","Professional: Research and Development","12 RUE JULES HOROWITZ 38000 GRENOBLE","38000","38","84","41","3","2024",67859554
"CONDAT SA","713680734","","20.59Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","104 AVENUE FREDERIC MISTRAL 38670 CHASSE-SUR-RHONE","38670","38","84","32","1","2024",249266000
