Company Name,SIREN,Website,Main Activity,Business Sector,Detailed Sector,HQ Address,Zip Code,Department,Region Code,Employee Bracket,Number of Establishments,Revenue Year,Latest Revenue
"SOCIETE NOUVELLE DES ARMATURES ASSEMBLEES MURE (S.N.A.A.M.)","418108569","","25.93Z","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","23 RUE DU PROGRES 69800 SAINT-PRIEST","69800","69","84","12","28","2024",153740112
"SOPRA STERIA INFRASTRUCTURE & SECURITY SERVICES (SOPRA STERIA 12S)","805020740","","63.11Z","Information and communication","Information Technology and Services","PAE LES GLAISINS 3 RUE DU PRE FAUCON 74000 ANNECY","74000","74","84","NN","36","2024",316884000
"CLASQUIN","959503087","","52.29B","Transportation and storage","Transportation and Storage","IMMEUBLE LE RHONE ALPES 235 COURS LAFAYETTE 69006 LYON","69006","69","84","21","39","2024",679463000
"CREATIONS FUSALP","330792987","","47.71Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","114 AV DE FRANCE 74000 ANNECY","74000","74","84","22","38","2024",52945837
"ANDERLAINE","747120590","","69.20Z","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","82 RUE DE LA PETITE EAU 73290 LA MOTTE-SERVOLEX","73290","73","84","22","51","2024",43817168
"MESTRE (MESTRE ET ESPACE AUBADE)","957515703","","46.74B","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","697 AVENUE CHARLIE CHAPLIN 69800 SAINT-PRIEST","69800","69","84","21","25","2024",104044370
"EDF SOLUTIONS SOLAIRES","433160900","","43.21A","Construction","Construction","ETAGE 2 150 ALLEE DES NOISETIERS 69760 LIMONEST","69760","69","84","41","62","2024",429248964
"EUROTRANSPHARMA (ETP)","530605799","","49.41B","Transportation and storage","Transportation and Storage","37 RUE JULES VERNE 63100 CLERMONT-FERRAND","63100","63","84","12","39","2024",145920549
"EASYDIS","383123874","","52.10B","Transportation and storage","Transportation and Storage","1 COURS ANTOINE GUICHARD 42000 SAINT-ETIENNE","42000","42","84","22","50","2024",536951003
"M CHAPOUTIER","435580477","","11.02B","Manufacturing","Manufacturing: Food, Beverages and Tobacco","18 AVENUE DU DOCTEUR PAUL DURAND 26600 TAIN-L'HERMITAGE","26600","26","84","21","22","2024",63378220
"AREA (AREA)","702027871","","52.21Z","Transportation and storage","Transportation and Storage","22 D AVENUE LIONEL TERRAY 69330 JONAGE","69330","69","84","31","34","2024",786700000
"DIMOTRANS GLOBAL TRANSPORT","879401826","","52.29B","Transportation and storage","Transportation and Storage","CHEMIN DU BOIS DES AIES 69330 PUSIGNAN","69330","69","84","21","25","2024",107419824
"EGIS VILLES ET TRANSPORTS (EGIS FRANCE                                                 FRANCE)","493334429","","71.12B","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","170 AVENUE THIERS 69006 LYON","69006","69","84","21","88","2024",115094000
"ADS","076520568","","49.39C","Transportation and storage","Transportation and Storage","ARC 1800 22 RUE PORTE DES VILLARDS 73700 BOURG-SAINT-MAURICE","73700","73","84","41","74","2025",107932044
"TRANSPORTS P. FATTON (FATTON LOGISTIQUE - FATTON INTERNATIONAL - FATTON EUROPE - FATTON OVERSEAS - FATTON SEA & AIR -)","956508469","","52.29B","Transportation and storage","Transportation and Storage","LE PREMIUM 131 BOULEVARD DE LA BATAILLE DE STALINGRAD 69100 VILLEURBANNE","69100","69","84","12","47","2023",137721000
"NGE FONDATIONS","348099987","","43.12A","Construction","Construction","29/31 29 RUE DES TACHES 69800 SAINT-PRIEST","69800","69","84","22","23","2024",230537864
"LOCAM - LOCATION AUTOMOBILES ET MATERIEL (LOCAM)","310880315","","64.91Z","Financial and insurance activities","Financial and Insurance","94 RUE BERGSON 42000 SAINT-ETIENNE","42000","42","84","31","55","2025",668193822
"CYPATH","437754427","","86.22C","Human health and social work activities","Human Health and Social Work","201 ROUTE DE GENAS 69100 VILLEURBANNE","69100","69","84","22","28","2024",70843729
"AD3","420937229","","96.01A","Other service activities","Other Services","71 CHEMIN DU MOULIN CARRON 69570 DARDILLY","69570","69","84","32","19","2024",33142458
"BOIRON","967504697","","21.20Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","2 AVENUE DE L'OUEST LYONNAIS 69510 MESSIMY","69510","69","84","42","98","2024",487559000
"CEGID","410218010","","63.11Z","Information and communication","Information Technology and Services","52 QUAI PAUL SEDALLIAN 69009 LYON","69009","69","84","42","95","2024",664193000
"LES SINOPLIES","392469268","","87.10A","Human health and social work activities","Human Health and Social Work","7 CHEMIN DU GAREIZIN 69340 FRANCHEVILLE","69340","69","84","NN","24","2024",66044236
"XPO LOGISTICS RHONE-ALPES FRANCE (XPO RHONE-ALPES FR)","332588995","","49.41A","Transportation and storage","Transportation and Storage","192 AVENUE THIERS 69006 LYON","69006","69","84","NN","52","2024",71451252
"FAMY TP","901753277","","43.12A","Construction","Construction","CHATILLON EN MICHAILLE 415 RUE DE LA POSTE - CHATILLON 01200 VALSERHONE","01200","01","84","22","17","2024",49424981
"BOCCARD FRANCE","956501258","","33.20A","Manufacturing","Manufacturing: Furniture and Other","158 AVENUE ROGER SALENGRO 69100 VILLEURBANNE","69100","69","84","41","28","2020",196361630
"2 F","495314619","","47.91B","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","173 RUE DES EGLANTIERS 73230 SAINT-ALBAN-LEYSSE","73230","73","84","22","19","2024",118780916
"CARS PHILIBERT","961505591","","49.39A","Transportation and storage","Transportation and Storage","24-26 24 AVENUE BARTHELEMY THIMONNIER 69300 CALUIRE-ET-CUIRE","69300","69","84","22","28","2024",62678491
"SOC INDUSTR COMMERC MATERIEL AUTOMOBILE (SICMA)","756200135","","45.11Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","519 AVENUE DE PARME 01000 BOURG-EN-BRESSE","01000","01","84","03","30","2024",384271227
"OMERIS RESEAU FRANCE (RESIDENCE DES CANUTS)","889471058","","87.10A","Human health and social work activities","Human Health and Social Work","22 RUE PASTEUR 69300 CALUIRE-ET-CUIRE","69300","69","84","21","18","2024",74262087
"MATIERE","326624244","","42.13A","Construction","Construction","2 RUE LOUIS MATIERE 15130 ARPAJON-SUR-CERE","15130","15","84","NN","43","2024",214060425
"GAZ ET ELECTRICITE DE GRENOBLE (GEG)","331995944","","35.11Z","Electricity, gas, steam and air conditioning supply","Electricity, Gas, Steam and Air Conditioning","8 PLACE ROBERT SCHUMAN 38000 GRENOBLE","38000","38","84","31","17","2023",593038000
"SOCIETE RHODANIENNE DES CARS GINHOUX","324429596","","49.39A","Transportation and storage","Transportation and Storage","CHEMIN DE LA PLAINE 07200 AUBENAS","07200","07","84","22","22","2024",38819520
"EODD INGENIEURS CONSEILS","383812666","","71.12B","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","171-173 171 RUE LEON BLUM 69100 VILLEURBANNE","69100","69","84","21","37","2024",27474531
"SOROFI (SOROFI / PROADIS / EYCHENNE / EUROPE 2000)","390461440","","46.74B","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","48-50 48 QUAI COMMANDANT LHERMINIER 42300 ROANNE","42300","42","84","12","22","2024",73094243
"CURIUM PET FRANCE","432554996","","21.20Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","BIOPOLE CLERMONT LIMAGNE RUE MARIE CURIE 63360 SAINT-BEAUZIRE","63360","63","84","21","21","2024",94839990
"ASTR'IN LOGISTIQUE (SERVILOG)","392118071","","52.10B","Transportation and storage","Transportation and Storage","SAINT VULBAS ZI DE LA PLAINE DE L'AIN 01150 SAINT-VULBAS","01150","01","84","21","17","2025",41283159
"EUROVIA ALPES","433888674","","42.11Z","Construction","Construction","4 RUE DU DRAC 38130 ECHIROLLES","38130","38","84","22","24","2024",138760847
"O-I FRANCE SAS","339030702","","23.13Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","2 RUE MAURICE MOISSONNIER 69120 VAULX-EN-VELIN","69120","69","84","22","34","2024",761446000
"LABORATOIRE MAYMAT","398782441","","86.90B","Human health and social work activities","Human Health and Social Work","4 RUE DU FOUR 03000 MOULINS","03000","03","84","21","20","2024",22112696
"EDILIANS","449354224","","23.32Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","65 CHEMIN DU MOULIN CARRON 69570 DARDILLY","69570","69","84","21","33","2023",411324858
"TRANSPORTS COMBRONDE","410262653","","49.41A","Transportation and storage","Transportation and Storage","Z I DE FELET 63300 THIERS","63300","63","84","21","19","2024",83674524
"SOCIETE D'EXPLOITATION PROVENCIA","326521002","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","1 RUE DE VENETIE 74000 ANNECY","74000","74","84","21","25","2024",424335480
"LA MONTAGNE","856200159","","58.13Z","Information and communication","Communication: Media and Publishing","45 RUE DU CLOS FOUR 63100 CLERMONT-FERRAND","63100","63","84","32","50","2024",158136079
"GSF ORION","344382874","","81.21Z","Administrative and support service activities","Administrative and Support","PARC BUSINESS AIRPORT - BAT EPSILON - 80 RUE CONDORCET 38090 VAULX-MILIEU","38090","38","84","03","22","2024",90601500
"LINDE HOMECARE FRANCE","397908435","","77.29Z","Administrative and support service activities","Administrative and Support","LES JARDINS DU LOU BATIMENT 5 70 AVENUE TONY GARNIER 69007 LYON","69007","69","84","NN","70","2024",43181335
"GROUPE LDLC (FRE - MULTI EXPEDITIONS - SOLAARI - HARDWARE.FR - TOP ACHAT)","403554181","","47.91B","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","CS21035 2 RUE DES ERABLES 69760 LIMONEST","69760","69","84","31","36","2023",571458000
"VICAT MATERIAUX FORMULES","655780559","","23.64Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","LES TROIS VALLONS 4 RUE ARISTIDE BERGES 38080 L'ISLE-D'ABEAU","38080","38","84","21","22","2025",98636144
"SERPOL","326233913","","39.00Z","Water supply; sewerage, waste management and remediation activities","Water, Waste and Remediation","PARC D'ACTIVITE 2 CHEMIN DU GENIE 69200 VENISSIEUX","69200","69","84","12","23","2024",40062729
"PEDRETTI DISTRIBUTION (TRANSPORTS PEDRETTI MARCHANDISES)","342207099","","49.41B","Transportation and storage","Transportation and Storage","ZI DE L'ERIER 100 RUE DE LA CURIAZ 73290 LA MOTTE-SERVOLEX","73290","73","84","12","31","2024",44668546
"TELLUS","382236214","","10.91Z","Manufacturing","Manufacturing: Food, Beverages and Tobacco","8 RUE DU MOULIN DE SALLES 03140 SAINT-GERMAIN-DE-SALLES","03140","03","84","22","20","2024",94326663
"SOMFY ACTIVITES SA","303970230","","27.11Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","ZI MECATRONIQUE DE LA GARE 50 AVENUE DU NOUVEAU MONDE 74300 CLUSES","74300","74","84","41","39","2024",670960025
"APPERTON","478969124","","81.22Z","Administrative and support service activities","Administrative and Support","3 RUE DES TROPIQUES 38130 ECHIROLLES","38130","38","84","NN","22","2024",28059686
"RHODIA OPERATIONS","622037083","","20.14Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","SILEX 2 SOLVAY 9 RUE DES CUIRASSIERS 69003 LYON","69003","69","84","32","33","2024",441928208
"BRAND FRANCE SAS (SGB - HUNNEBECK- BRAND)","305234320","","43.99E","Construction","Construction","256 ALLEE DE FETAN 01600 TREVOUX","01600","01","84","21","50","2024",63224010
"TRANSDEV RHONE ALPES","380310060","","49.39A","Transportation and storage","Transportation and Storage","5 CHEMIN DES PLATTES 69390 VOURLES","69390","69","84","11","52","2024",40187613
"VISIATIV SOLUTIONS ENTREPRISE","387495799","","62.01Z","Information and communication","Information Technology and Services","26 RUE BENOIT BENNIER 69260 CHARBONNIERES-LES-BAINS","69260","69","84","22","47","2024",84495737
"INEO RHONE ALPES AUVERGNE","409899127","","43.21A","Construction","Construction","30 RUE AUGUSTE FRESNEL 69800 SAINT-PRIEST","69800","69","84","22","38","2025",84826231
"REEL","962501318","","33.12Z","Manufacturing","Manufacturing: Furniture and Other","69 RUE DE LA CHAUX 69450 SAINT-CYR-AU-MONT-D'OR","69450","69","84","32","26","2024",343426175
"COPAS SYSTEMES","384870234","","43.32B","Construction","Construction","700 RUE ANDRE MALRAUX 07500 GUILHERAND-GRANGES","07500","07","84","21","19","2024",33278660
"FONCIA LYON","973502719","","68.32A","Real estate activities","Real Estate","3 ET 5 RUE DE GENEVE ANGLE 9 11 RUE JEAN NOVEL 69006 LYON","69006","69","84","NN","37","2024",29199503
"DURAND SERVICES","378233548","","45.20A","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","LOTISSEMENT INDUSTRIEL LE LEVATEL 38140 RIVES","38140","38","84","11","24","2024",73129812
"SOGEA RHONE-ALPES","344352448","","42.21Z","Construction","Construction","55 RUE DE LA SOIE 69100 VILLEURBANNE","69100","69","84","NN","58","2024",81816407
"AKWEL SA (AKWEL)","344844998","","29.32Z","Manufacturing","Manufacturing: Transport Equipment","975 ROUTE DES BURGONDES 01410 CHAMPFROMIER","01410","01","84","32","20","2024",988994000
"LS SERVICES (ISIOHM)","402525000","","82.99Z","Administrative and support service activities","Administrative and Support","1 RUE DU PROGRES 69800 SAINT-PRIEST","69800","69","84","12","34","2021",31893904
"EXCOFFIER RECYCLAGE (SOCIETE DE LOCATION DE BENNES (SLB))","327020087","","38.32Z","Water supply; sewerage, waste management and remediation activities","Water, Waste and Remediation","70 ROUTE DU STADE 74350 VILLY-LE-PELLOUX","74350","74","84","22","14","2022",118109715
"BODYCOTE (BODYCOTE)","696780428","","25.61Z","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","PARC MAIL BATIMENT A 6 ALLEE IRENE JOLIOT CURIE 69800 SAINT-PRIEST","69800","69","84","NN","41","2024",105135308
"BERNARD TRUCKS","332011287","","45.19Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","519 AVENUE DE PARME 01000 BOURG-EN-BRESSE","01000","01","84","03","27","2024",149434717
"KOESIO AURA (KOESIO)","381228386","","95.11Z","Other service activities","Other Services","53 AVENUE DES LANGORIES 26000 VALENCE","26000","26","84","22","46","2024",130994796
"AKKODIS HIGH TECH SAS (AKKODIS)","441403193","","71.12B","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","2 RUE HENRI LEGAY 69100 VILLEURBANNE","69100","69","84","NN","44","2024",155700597
"AMARIS FRANCE SAS","511199226","","62.02A","Information and communication","Information Technology and Services","25 BOULEVARD EUGENE DERUELLE 69003 LYON","69003","69","84","31","29","2024",139951902
"SOPRA HR SOFTWARE","519319651","","62.01Z","Information and communication","Information Technology and Services","PAE LES GLAISINS 74000 ANNECY","74000","74","84","21","29","2024",206434000
"GSF MERCURE","308185503","","81.21Z","Administrative and support service activities","Administrative and Support","323 RUE ANDRE PHILIP 69003 LYON","69003","69","84","03","27","2024",84018205
"IPAC (IPAC)","384164919","","85.42Z","Education","Education","SAVOIE TECHNOLAC 23 AVENUE LAC LEMAN 73370 LE BOURGET-DU-LAC","73370","73","84","12","26","2025",28535131
"MILLET MOUNTAIN GROUP SAS","400313318","","46.42Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","PAE DES GLAISINS 21 RUE DU PRE FAUCON 74000 ANNECY","74000","74","84","22","26","2024",81315000
"ALDES FRANCE","907819528","","46.69B","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","20 BOULEVARD IRENE JOLIOT CURIE 69200 VENISSIEUX","69200","69","84","21","13","2024",190723582
"EVERIAL","350553863","","52.10B","Transportation and storage","Transportation and Storage","1691 AVENUE DE L'HIPPODROME 69140 RILLIEUX-LA-PAPE","69140","69","84","22","40","2024",41615534
"AKKODIS DIGITAL SAS (MODIS AKKODIS)","353150261","","62.02A","Information and communication","Information Technology and Services","2 RUE HENRI LEGAY 69100 VILLEURBANNE","69100","69","84","NN","53","2024",229141942
"BIOMERIEUX SA (BIOMERIEUX)","673620399","","20.59Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","376 CHEMIN DE L'ORME 69280 MARCY-L'ETOILE","69280","69","84","42","20","2024",3979900000
"ENTREMONT ALLIANCE (E.A. SAS)","325520450","","10.51C","Manufacturing","Manufacturing: Food, Beverages and Tobacco","BP 29 25 FG DES BALMETTES 74000 ANNECY","74000","74","84","32","31","2024",1351720232
"AKKODIS FRANCE SAS (AKKODIS)","391136108","","82.99Z","Administrative and support service activities","Administrative and Support","2 RUE HENRI LEGAY 69100 VILLEURBANNE","69100","69","84","NN","32","2024",175883882
"PARKER HANNIFIN MANUFACTURING FRANCE","523394724","","28.12Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","ZI DU MONT BLANC - VILLE LA GRAND 17 RUE DES BUCHILLONS 74100 VILLE-LA-GRAND","74100","74","84","21","20","2024",217095713
